id,text,class
290466,"Hot Garbage: I mean when you are DJ Clue and this is your third installment I should not be the first reviewer and this has been out since ... Clue needs to work on bringing more mature lyrical material to his set. I mean the by now he should have learned how to tastefully express his most intimate desires. Although, he is not an MC if it is his project his is actually reaffirming the messages spoken on the record. And these selected MC's are straight talkin about much of nothing and I am disappointed.
",negative
37229,"Not very insightful: All this test does is ask you to choose between a bunch of adjectives and preferences, and it summarizes what you've chosen, adding a few minor qualities. It's nice of Kiersey et al (what happened to Ms. Bates in the second edition?) to gather this information for us, but it hardly qualifies as some great source of insight.
",negative
263397,"""Frozen River Revisited"": Great Movies are very uncommon. When I read great comments about a movie I feel very exited and full of hope. And usually I feel dissapointed, I remember when there were great comments about ""Frozen River"" and I feel strongly disapointed, it was a mediocre movie really. ""Winter's bone"" is exactly: same great comments, same type of movie, same type of dissapointed, same boring topics. Why people loves the human misery in a snow emvironment, with lot of people full of disgrace?
",negative
145022,"The halachic rulings of 'Gadol Ha- Dor' on critical issues: The halachic rulings of 'gadol ha- dor' Rabbi Moshe Feinstein are translated and commented on here by his son-in- law Rabbi Moshe Tendler. A clear and deep work which provides insight into the Jewish way of understanding and acting in critical phases of life.
",positive
83005,"Great videophile cable -- smoking deal!: Found this by a reference from AVForums. Incredibly well made cable that works well at 720p and 1080i (don't have a projector that handles 1080p). It looks and feels like a much more expensive cable, but is dirt cheap. VERY HIGHLY RECOMMENDED!!!
",positive
212036,"The non-non-stick griddle: Too bad I can't give this a ZERO. After one use, one section of the ""non-stick"" felt rough. Soon after that everything stuck. I have used pans and griddles for years and never had one this BAD. Ditto the other reviews--even bacon sticks. I started the bacon on low--it stuck, medium--it stuck, high--it stuck. And I'm tired of serving scrambled pancakes to my family. What TRASH!
",negative
113068,"New sound to old favorites....: I'm an old fan from the early 80's and was pleased with the new sound - Billy sounds great - Steve Stevens is AWESOME!!! on guitar and Stella Soleil on backgrounds was a pleasant addition - ""To Be a Lover"" is great rockabilly! Keep on rockin!!!
",positive
175052,"This Holiday DVD is a MUST SEE!: If you're a Fred Hammond fan you won't be disappointed by the music in this DVD. The songs are funny, touching, production value is the same you've come to enjoy from Fred for the past 28 years. From the first moment Fred's character steps off the plane you'll be crackin up. There's a whole lot of singin, dancin, eatin and sharin love between family and friends which is exactly what's needed around the holidays.
",positive
111104,"'stand alone' must be heard: melodic acoustic guitar and vocals with a haunting harmonica. lingering in your mind lyrics - stories of the today, tomorrow, and yesterday 'stand alone' nature of love and life. music that travels right to the heart. a clearly creative CD from the talented musician, singer and songwriter, paul hlebcar.
",positive
62765,"Certainly plenty of definitions!: A book filled from cover to cover with definitions pertaining to its topic. Of note is the apparant disclaimer that ""Definitions are drawn from many sources, including public laws and government manuals, but are not intended to establish legally binding defintions."" Sources are included. Keeping in mind that no one glossary can cover all words and phrases on a chosen topic, there were terms missing that are commonly used in describing wildland planning such as degradation and disturbance. While two and a half pages are utilized in defining various terms related to grazing, there is nothing about pre-settlement or pre-European settlement conditions or human disturbance zones.
",positive
127746,"DO NOT SPEND YOUR MONEY ON THIS ITEM!: Upon receiving the Hoover Wind tunnel Vacuum I have had nothing but trouble. It will intermittently stop for no apparent reason (Yes I checked to make sure the hose was not clogged and the Canister was not full). The on and off switch has already failed after one week (in order to turn it off I have to unplug it. If you put the floor setting on to do hardwood floors it doesn't get everything up like the carpet setting. I have a very small house 2 bedroom 1.5 bath, very small living room etc it does not take long for the canister to fill up. Just not what I expected, sorry I purchased it.
",negative
93827,"LOVE this movie, but the digital copy is a scam!!! Does NOT work with Apple!: My 18 month old daughter is absolutley obsessed with this movie! It's so cute! I was so excited to find the blu ray with digital copy, but once I opened the package I learned it's a web based digital copy and only mentions it inside that it's NOT Apple compatible. I am very disappointed that we can't load it onto our ipad like every other digital copy.
",negative
89882,"Garbage...: I really consider korn to one of the worse bands and im also talking about their first cd which was terrible too and i dont know why people thought that korn's self title album was their best ? All of their albums are terrible period! I have listing to this in the cdstore because i knew they werent going to do noting for me so thats why it was given zero stars from me! There's no good songs here and if you want to be bored to death buy it but if you want some good music skip it!!!! Insted go for deathmetal because that's real music not this talentless nonsense... I would beg you guys not to go buy it but i know most of you are 13 year olds and nu-metal idiots with brainless music taste,that thinks korn as well as limp bizkit,linkin park etc... Are all good bands! Support deathmetal and leave the trash where it belongs!
",negative
12198,"How Can She Teach Us?.....: As an author trying to get us to open our minds to other cultures of the world, Nussbaum falls well short. She is horribly closed-minded in the fact that she force feeds her beliefs, denying other views without showing why they are wrong. Her overly documented lessons on Socrates are redundant and verbose. The whole book is the mindless drivel of an author trying to tell us how to live our lives. I am more open to other cultures than you are open to other arguments Ms. Nussbaum.
",negative
59477,"All 3 versions are great: I own all three versions of this CD, so I won't comment on the quality of either of these versions. The music, the voice, and everything, however, is superb. And it doesn't make a difference if you are or are not a fan of Watson, will find a LOT to like here.
",positive
288756,"taken: I can't get this to play on my dvd player...i'm a sucker...great. Buyer beware! Don't know how this personis in business.
",negative
26965,"Basic Information, but focus is too much on the negative: This was the first book I bought when I found outI was pregnant. I found the information helpful,but somewhat limited.The book tends to focus on the negative aspectsof pregnancy so often that my husband took the book away from me so I would quit worrying so much. I'm not sorry I bought it, but if I could only have one book on pregnancy, this would not be it.
",negative
256493,"More that 2000 Watts: This CD has exceeded my expectations of an artist. I love this CD and always listen to it in my car. It's the kind of CD that you listen to when you are with your significant other. It's romantic but at the same time it make you want to dance. Overall I give this CD and A++++++
",positive
49860,"A real disappointment: First and last of Rosenberg's I've read. I was surprised by the clumsiness of the plotting and characterization. The supposedly professional heroine has little to recommend her. I got to laughing on each new occasion that she forgot some critical fact or forgot to do something important--not looking at subpoenas, stuffing envelopes into her purse and forgetting about them. Even the police do a lot of ambling around, taking their time to deal with important tasks. It's not much fun to read a book where you're a step ahead of the supposedly competent characters throughout.
",negative
170109,"Run don't walk to see the Weir.: If you are in New York do pick up a ticket for The Weir, playing at the Walter Kerr Theatre on 48th Street. There has been,I know, an Irish invasion of Broadway lately,but this one is the brightest star.
",positive
269646,"Excellent value proposition.: The bright display and ease of use make this unit a good product for the price. Given the range of GPS prices out there, the ONE XL is competitively priced with less-known brands. While it doesn't offer all the bells and whistles of other, more expensive systems, it does what it's supposed to do and does it well. I wasn't looking for another MP3 player or anything other than a device to get me where I want to go with a minimum of fuss. The XL does exactly that. What else do you need?
",positive
150511,"Motorola HS850 - Defective on Receipt: I have owned several of this style (HS810) Motorola bluetooth headset which have worked quire well. However the HS850 I recently received was defective upon receipt. The headset would not charge, even when left on the charger for over 24 hours, and the headset never did turn on, or pair with my phone. My account has since been credited with a refund after I returned the headset to to Amazon.
",negative
109123,"What a load of old rubbish: but then if she's psychic she probably already knows what I think of her. Save your money and buy a good book on horse behaviour
",negative
88465,"Chaotic: I couldn't go past 100 pages. What I read was written in a very disorganized way. It keeps going back and forward in time which makes it very difficult to follow. Then it will go through hundreds of years in a paragraph while devoting a lot more text to explain random details. Overall, I found it pretty messy and hard to read.
",negative
113903,"A book about the summer's biggest flop?!: I am amazed reading the reviews here! Has any of the reviewers even watched the movie. Ebert correctly writes about this film, ""The film has been directed without grace, vision or originality..."" and ""40 minutes of redundant special effects, surrounded by a love story of stunning banality.""I personally found it offensive to anyone who cares even a little bit about the brave souls who gave their lives to protect the free world.This one looks like a fancy display of stunt effects. It all depends on the storyline which this film has none.
",negative
6006,"Not Believable: The book is unbelievable as in NOT believable. No way is it reality to beleive eight-year-old boys in Iowa, in early 1950s, would know, much less use such language.
",negative
155200,"human being revieed: never received this product . never send me this items the order date is 2 month ago
",negative
168749,"Feelings of a young immature woman: This is a story about mothering. Real mothers, foster mothers, kids mothering each other, mothering yourself. While it is written in beautiful, lyrical language, full of sensuous images, the plot is a bit weak. Astrid, the narrator,sees herself as the product of her many mother figures. Indeed, she is molded by their many influences. Yet, as a young adult, she sees herself as a victim of them all and takes little responsibility for her own development. She masters her own fate more than she realizes. The saga of her various foster homes gets old after awhile, and sometimes the only thing that kept me reading was wondering what happens to Astrid. Ultimately, the book has an emotionally satisfying and realistic ending. The author has captured and poetically expressed typical feelings of a young immature woman. I enjoyed reading this book.
",positive
230863,"trades on real-life tragedy: I loved The Alienist and expected to love this book too. I found it slightly disappointing, though -- even before we got to the part that really outraged me. Essentially, the main crime in Angel of Darkness is lifted, all but verbatim, fromSmall Sacrifices: A True Story of Passion and Murder. This is a true-crime book about a tragedy that affected real people who are alive today. We aren't talking about simply drawing inspiration, either; the crime, the victims and especially the courtroom scenes are taken very, very blatantly from the other book. I listened to this on audiobook and therefore do not know if Carr credited that book in his notes. But I found such extreme copying of a tragedy affecting children both uncreative and ghoulish. I have felt no need to read anything else by this author since.
",negative
220821,"OK if you like Nutcracker on speed: This is a high quality recording but entirely too fast on most of the songs. Chinese in contrast is done slowly. What were they thinking?
",negative
37038,"A step outside cyberpunk: I won't repeat the glowing descriptions of other reviewers. I do think this is an amazing book, and it has worked its way onto my personal classics shelf alongside Fool on the Hill by Matt Ruff, and Good Omens by Neil Gaimon and Terry Pratchett, to name only two. The one thing I would like to say is that Snow Crash has reached outside the cyberpunk circle to include a much larger group of readers. I am a student of mythology, and I have reccomended this book to a number of fellow students and even a professor as an excellent discussion of the modern meanings of myth and language theory. It's a mind-bender, and I think everyone should give it a try!
",positive
32734,"Great, if it would stay inflated!: I've had this mattress for less than 6 months, and used it during a move between apartments when we didn't have furniture (roughly 1 weeks use). Unfortunately, on the second use, we discovered that during our sleep, the air slowly deflates from the bed, and if you're sleeping on the side, you'll likely roll off onto the floor - quite a startling experience, let me assure you. Sadly, you can't re-inflate the bed quietly - it uses wall-powered pumps that are very loud - so you're relegated to sleeping in the middle of this bed, and heaven help you if you must share the bed.I tried returning it to Amazon, but the return policy only extends 30 days, so I'm left with a mattress that's ""kinda"" good for a night's sleep, but not worth the money if it pulls these tricks in less than 6 months.
",negative
180475,"One of the Greats: I have to say that this album is one of the greats. It expresses the mind of Jason Becker that is still going strong! Music is a form of expression explaining to people who do not understand through words. I feel that he has truly accomplished being a musician and you can definitely hear the genius in the music. He is a true inspiration. I recommend this album and any other albums of his highly!
",positive
30522,"This light is all I wanted: I love this light, it is great for duck and deer hunting. It has 3 different settings but really, the low setting is plenty good. I also use it for safety when taking walks at night.
",positive
236853,"Breaks apart easily: The little mommy line is priced great and the dolls are great but the furniture in this line is awful. We bought the swing and the highchair. They are very little and break apart all the time. These are the least durable toy I have ever had.
",negative
211932,"Left out some imporant stories: I thought this book was okay, but it would have been more educational if he would have included some background on his experience with near-death experiences involving Jack Daniel's bottles or actual death experiences involving the slaughtering of hunting dogs.
",negative
94458,"Ineffective: It's nothing more than clear nail polish, which I could have bought locally for a lot less and not had to pay shipping.
",negative
99598,"fake copy!!: Does not work!! fake copy!! Comes with original case but the disc is cheap looking and no dvd player reads it. Do not buy!!
",negative
118363,"A reliable guide and reference: I found this book an excellent foundation for understanding the manyfaces of American Judaism. I had the opportunity to read the wholebook cover to cover while recovering from an accident, and found thatit fleshed out facets of the Jewish experience I had heard aboutelsewhere. Some of my perceptions of history were challenged, all weredeepened. And I still use it as a reference.
",positive
285435,"The Terrorists are among us, .: ""The Terrorists are among us"" he is right and Steve Emerson is one of them because he is lying to create terror from peaceful American Muslims. Many people already know that Israel and the US government are doing most of the terror and the killing around the world (hundreds of thousands of innocent civilians). Sept 11 was not the work of 19 Muslim guys, since several of them are still alive and this has been confirmed. Do your research and you should find the truth, the overwhelming evidence is on the internet. Don't depend on the US News media and the bigots, or so called experts like Steve Emerson for all your information, or you'll be in the dark and you would misinformed.
",negative
275793,"BETTER THAN THE FIRST ONE MY OPINION: This game is better than the first champions to me because it has two more characters, and it has all these new weapons, armor, items, and areas to go to. I think this game is also a little like the first one because despite what I put above, this game has the same feel to it and its pretty much the same thing just with different details in the game.But I still recommend this game to anyone looking for a good solid rpg experience.
",positive
219635,"The Miserables: The story focuses on an ex-convict who goes to prison because of a stolen loaf of bread. On parole,he met the Bishop of Digne.That meeting changed the rest of his life.There are also other characters. The victimized Fantine and her daughter Cosette whom Jean later adopted and took care of.The book is wonderful! Its my favorite.I suggest you read this book.
",positive
201734,"BAD....Cop Movie: One of the worst bad cop movies I've ever seen and a waste of time. Totally unrealistic and quite a fairy tale. I can't believe the caliber of actors that tried, unsuccessfully, to make this a good film.
",negative
226547,"A Dangerous/Stupid Concept: Going across America without money,as a spiritual experience is both stupid anddangerous.In this day and age,anything could happen.This book did not uplift my spirit.SORRY!,
",negative
211959,"This is a location not an adventure.: The problem with stuff like this is that there is no level appropriate for it. It says that it is suitable for PCs of 2-15 level but the first encounter in one of the 3 towers is a band of half-ogres, the second is a band of armoured trolls. The 1st dungeon level after that is suitable for 1st-2nd levels except for more armoured trolls armed with pikes (which wiped out a party of 2 2nd level characters and 2 1st level characters immediately when I DMed it). The 2nd dungeon level has a pack of beholders on it! I guess Troy Denning hasn't heard the word 'balance', but then he did write ""The Verdant Passage"", one of the most badly-written books I have tried to read in recent times. Also, the artwork looks like 3rd rate marvel/DC stuff, in the grand tradition of T$R using worse and worse artists the richer they get.
",negative
284795,"What?: Shittttay, not even close to good craftsmanship, made in Italy my butt. Came with a tag that says Honduras. Waste of money.
",negative
121853,"Worth the money!: This is a very informative tool. We ordered two, one for ourselves and one for a gift. It is easy to use and will help us make decisions about how we use our electrical products. We expect to minimize our use of electricity and thus save money. Highly recommend.
",positive
184899,"This album and all other Nirvana albums are the best!: If you like Nirvana, you'll love this. This record is only a few songs, but these few songs are a few of Nirvana's many best.
",positive
209732,"Totally Crap.: Not only is the art below par, the one thing that gets me the most about this show is the blatant idiocy and prejudice of the girls.Throughout the series, the girls are always flaunting their ""popularity"", always putting down the kids who are different, as if they were, as human beings, any less human. The girls may have a go-getter attitude, but they have a very powerful attitude vs. authority problem. In one of the episodes, Alex applies for a job at the mall... but is constantly flaring about how she doesn't ""have to listen to anyone!"" This is the kind of attitude that fosters school bullying problems, and results in school shootings.Sorry, but I'm not interested in teaching my children arrogance, attitude, and to follow the false ""popular-is-best"" lie that society gets trapped in so much.
",negative
157239,"Bucket Boss 06048 GateMouth Gunner Bag: Well made and is as advertized. Tight fit for my Milwaukee 7100-20 Round Head 2-Inch to 3-1/2-Inch Framing Nailer. I had to put it in the bag upside down with the Exhaust deflector down and the Workpiece contact up. Keep the end covered to keep the toe-nail claw from tearing the bag.
",positive
133133,"PURPLE: Beautiful color. Easy to work with. Not a shade I can usually create. Bright and lovely.Try it you like it.
",positive
237642,"waste of money: I used it for one week and returned it back. The coffee was not hot enough. I tried two other Krups coffe makers (different models, both with timers) and I wasn't happy with either one. With all three Krups coffee makers I tried, coffee was just warm.I purchased a $20 machine with no name and I was happier.
",negative
282973,"Very Worthwhile but Do Not Start Digital Photography Here: (Based on the Dummies version for Photoshop Elements 1)This is a wonderful book for explaining the workings of all the amazing tools available with Photoshop Elements -- and a steal at the bargain Amazon price. (How well you get on with Dummies cutesyness is your business).However, in general it does not give one an overall sense of what makes for good photography with good image-editing. (Exception: with the blur tool it does explain that this can be used to help increase attention to the foreground). You may not be able to see the wood for the trees if you start here.As a starting point the best book I have found is Bill Corbett, A Simple Guide to Digital Photography, which covers both taking photos and some important uses of Photoshop (notably the key Levels stuff).I am taking the liberty of posting this against both versions of the Photoshop Elements Dummies book.
",positive
46086,"Do not buy this CD: I should have carefully checked the reviews beforehand. I don't normally do because I like to form my own opinions but in this case I would have saved money and would not have been disapointed.I'm a great fan of ZZ TOP and I wanted to complete my collection by adding their very earlier stuff like ZZTop's first album, Rio Grande Mud and Tejas...what a disappointment!!! Who's the brilliant person that switched the drums with electronic drums or a drum machine??? Man-o-man what a mistake to have screwed up such classics as these. What a waste, can I return my purchase?
",negative
191009,"Good thing it was free: I'm a resident of the great City of Pittsburgh, and the results from my unscientific survey found that my fellow residents prefer to see more Fred Willard, more Josh Gad and less Kelsey Grammer. Interestingly, my study also found that nobody in Pittsburgh likes Kelsey Grammer, could this be true for the entire country?Anchorman was a great movie but cannot spin off into a network sitcom, nice try Fox.
",negative
292140,"Good product (but keep in mind you need to purchase battery acid locally): Great service. Shipped timely and well packed.These batteries are shipped dry, so keep in mind that you will need to purchase battery acid locally.(Or mix your own, not too difficult if you know chemistry)This particular battery needs 840 cubic centimetersFilled, the battery works great !
",positive
283909,"Doesn't do the job: This book has a few good illustrations and the author does reprint some original descriptions, but the book is otherwise almost useless. He lists several species of ants not even known from the US as being found in California, but does not give locality citations. There are no identification keys in the book, making it useless for the entomologist or worker trying to identify ants. No range maps and very generic range descriptions limits the books value. I found it to be probably the worst regional ant book on the market.
",negative
10249,"Another great one!: Love that Doc Ford character! This story kept a steady, action filled pace. The technical details were very accurate and imaginative. White never fails to entertain
",positive
134651,"Nothing compares to #1!: Very Nice! I couldn't wait to get it, and now, I'm satisfied! Overall, the CD is what I expected, and she proves time & time again that Jill (on the cover, not Rudy...) is Beautifully Human!I still believe ""Who is Jill Sctt"" is #1.Come on people, I really hope you didn't think she would put someone else on HER cover...
",positive
165057,"As a philosophy text this book is really lacking.: There were many problems, but very few examples. The explanations were vague, and without the professor there would have been no hope. Do not buy this book for independent study for the GRE's, it will not help!
",negative
46378,"Size of waves doesn't matter!: Have watched 3 surf movies in the past week, and this is the best--by far. Forget ""Step into liquid."" Forget ""Billabong Odyssey"" (which is better than Step into Liquid). Endless summer has the cinematography and the humour that puts it over the top. Amazing that it's the best too, considering that the other movies featured bigger wave surfing. Just goes to show size of waves doesn't matter!
",positive
149409,"Westinghouse product breaks - Company Does not stand behind its product: I purchased a Westinghouse TV and within 4 months the TV was broken. At that point I called customer support and they were NOT willing to stand behind thier product. I asked if they found it reasonable for a TV go out in 4 months, all they said was that they could not help me.
",negative
53859,"Skip It!: This book was a ... disappointment. Was excited to dive into it, and just let down overall. Shallow and stereotypical... Borrow it from library, but save your money.
",negative
258516,"Wonderful book for Italophiles: I bought this book as a present for my wife - what a great idea she said :-) It is a valuable collection of recipes and although I don't ever see myself making use of the chefs' menus, they form an interesting palate. The recipes cover almost everything you would want to do with food, but I have reservations about the authenticity of several recommendations e.g. the use of curry powder. My main reservation, however, centres on the range of sauces developed for various dishes. I all my years eating in Italy (mainly Touscany and Venice), sauces are not something you find in abundance. They are a French contrivance, so it was odd to find so many described. That being said the book has something for everyone - just spare the curry powder please.
",positive
186681,"Too Girly: There was way too much attention paid to her changes of clothes, and not enough action, like other Ringo books. The ending was very anti-clamatic, and lackluster. Please John no more of this type, get back to action.
",negative
40371,"Flawed Sound Murders Carmen: Whatever merit this performance of Carmen may have, the sound quality rendered it, for me, totally unlistenable. My only hope is that Opera d'Oro does not publish technically questionable recordings like this in most cases (i've debated buying other titles in their catalog but have not yet gathered the nerve). I notice the Opera d'Oro label has another Carmen offered in its catalog - Alberto Erede conducting - and hopefully it is appreciably better in sound (although it is also live) - it would almost have to be better. If not, shame on them.
",negative
114246,"Retired History Teacher: Retired History teacher.Area of specialization & interest - Pacific Theater, WW II.Recent discovery of "" Alternative History "" genre.Review of "" Rising Sun Victorious ""Some premises solid, logical.Some far fetched.All "" chapters "" display author's grasp & understanding of what occurred & what could have happened.Difficulty with "" Alternative History "", is that there is so much room for debate.However, the most important factor is entertainment.Was it entertaining?Did it stimulate you?Did it make you think?The answer is YES.I give "" Rising Sun Victorious "" five stars, out of five stars.Entertaining.Joe Fischhaber
",positive
36347,"Cool while it lasted: Although very simple to use, remove black holder from machine, then insert My K-cup with your own coffee... the little mesh filter lasted a couple months before the rim cracked now I have grinds in my coffee. Buyer beware, be ultra careful when cleaning the filter after each use.
",negative
92007,"The ""IN"" shoe: I ordered these because I couldn't find them in black in the stores. They are a little tight over the top of my foot and I would recommend buying the Wide width, which I did not do. Even with that they are pretty comfortable and look great.
",positive
250516,"Great Movie/Great Quality: Okay, so I was a big Transformers fan when I was a kid (well, every since I was a kid). I was very excited to hear about the movie. The special effects were great and the movie was good but I do think it could have been better. The quality of the HD-DVD is great. (Note: you need an HD-DVD Player to view movie)
",positive
18218,"KORN - THE UNTOUCHABLES.: This Korn CD rocked!!! Here To Stay is easily my favorite song on this album. I also love Thoughtless, Wake Up Hate, Hollow Life, Embrace, Bottled Up Inside, and Hating. These songs kick [butt]. I love 'em. However, some of the singing by Jon Davis is a bit cheesy but this album is fun nonetheless. If you love Korn, then you'll love this album. So what are you waiting for? Get it and enjoy it!!!
",positive
55305,"BORING, it wasn't funny at all: Why put a movie under comedy, when it not even funny, I actualy stop watching it because it was soooo boring. I do not know why people said it was sooo good, they lied to me
",negative
16255,"Atrocious: Only one word can describe this album-- Atrocious. Jeff Buckley?? Ha--more like Jeff Suckley.
",negative
44677,"Just Did Not Get This One: The characters seemed like they should be interesting, but I did not care about any of them. The plot was just a waste of my time. I really did not like this book, although I really wanted to; I chose this book as a selection in my book club! Two out of six in the club liked it though...
",negative
174387,"Needs an OFF button!: This toy is cute but it has no ON/OFF button! Why do manufacturers do that?!?! It's loud and has a tendency to start making noise by itself sometimes (which is REALLY annoying when it starts tweeting in my toddler's room while he is sleeping!) We finally had to put it all the way down in the basement to avoid being jolted awake in the middle of the night. We received it as a gift but I never buy toys that makes sounds if they don't have an OFF button. So annoying!!
",negative
160867,"drawing all right, story can be improved: Read this book with my son. The author tried to write the story in a dramatic way, but the story is not very decent and the writing is weak. Will not read it again.
",negative
209726,"Fun for the Family: I bought the Heroscape Game and 3 expansion sets (including this one) for Christmas for my 8 year old son. We brought it with us when we met with the whole family the week after Christmas. My 14 year old nephew, 9 year old nephew and 45 year old brother-in-law had a blast playing it and creating new scenarios each evening. It is a wonderfully creative game with endless possibilities and the Road/Bridge expansion kit is one of the key additions that really adds to the set. If you have to choose just one set to add, I would get this one first. The only downside is that the complex version of the game is a bit too advanced for my 8 year old, but he enjoys playing the basic version and setting up the landscapes.
",positive
58636,"way too many pages: Author has some fairly provocative ideas that are badly explained and repeated endlessly throughout the book. The book could have been ten pages, instead it was over a hundred. She had plenty of opportunity to site rich examples and gave nothing of any importance. This is a book in search of a good editor.
",negative
247852,"Awesome! but needs more levels!: This is one of the best courses I've seen. I bought it for my Brazilian wife (I'm American) and within a week noticed several little errors that persisted over the years disappear. The only negative was that there is only level 1, which is mostly just a way to polish the basics, not really anything new for her. I contacted the company and they said there hasn't been enough interest in other levels for them to build them. I hope that changes soon, I know a lot of people that could really use this. Well structured, well built, well executed, THE best language learning product I've seen for Brazilians to learn English.
",positive
237619,"Great Little Grinder: I was looking for a cost effective device for mincing up flax seed and was pleased to spy the Proctor Silex E160B at half the price I would have had to pay at the local supermarket.It was delivered quickly and put to work the next day. It does a great job and, what is more, the cord stows away inside the body making it easy to store.I certainly recommend it
",positive
265811,"He loves it and I adore it: Hubby has used aerosol foam shave cream most of his life. Gave him sample of Jack Black beard lube conditioning shave and he LOVED it. I immediatly noticed the close shave/smooth skin. Hubby has a very thick, fast growing, scratchy beard. This stuff gives him hours and hours of baby soft cheeks. Bought a cheaper product (Creamo) off of Alice's website, but no where near as nice. So now he gets a tube in his Christmas stocking every year and it lasts a loooong time. He loves it and I like the smooth skin. Win - win !
",positive
119213,"PCB Drilling: After tightening up the screws and adjusting everything the press works perfectly for drilling PCBs. The key was making sure everything was tight. I would award 5 stars but the handle initially would not stay attached. After a bit of pressing the handle stayed in well and things worked well.I have drilled about 100 holes in PCBs with little or no variation or unexpected movement.
",positive
145173,"Horribly written: I am using this book for my immunology course for a clinical lab sciences program. This book does not explain things well at all. The paragraphs are composed of definitions defining more definitions and nothing is made clear. The organization doesn't make sense and is confusing. When it starts talking about values, it doesn't even explain what the values actually mean. The tables and graphs are not explained at all and are very unhelpful and even confusing/misleading sometimes. I think it's a horrible textbook for a 3000/4000 level immunology class. I had to constantly look up words and definitions because this book was just not clear at all.
",negative
209947,"Watch It Unless You're Afraid to be Challenged: Look, I don't believe everything in this film, but I enjoyed it so much I saw it twice in the theaters, and I even convinced my conservative sister and mom to see it. Did it change their vote? No, but they're glad they went. It's NOT propaganda, as often claimed -- it's a visual op-ed piece. It's Moore's opinion. And it's intriguing enough to warrent a viewing by even the most skeptical: And, after all, you can't really criticize it with any authority if you haven't seen the film, can you?
",positive
33854,"Breaks immediately: I wish I had read the reviews before I purchased this item for my 2 year old. As others have discovered, the ramp fell apart IMMEDIATELY!!!! It looks nice, but isn't actually much fun to play with - there is nothing connecting the levels other than the clunky elevator, which makes it difficult to access the vehicles.
",negative
240887,"DO NOT BUY THIS PILLOW: I bought this pillow as I have a bad lower back and being pregnant has made sleeping uncomfortable. This pillow is the LOWEST quality pillow I have EVER used. The filling is loose and the pillow does not keep it shape. It is very hard to ""fluff"" the pillow for use each night as it does not even distribute the filling. I HIGHLY recommend a regular well made body pillow if you are accustomed to higher quality pillow. I had really high hopes and was very disappointed.
",negative
77700,"Terrrible, just terrible: Put aside his wacked on politics, this CD sucks.I got it free at a garage sale and I should have left it in the free bin.Dont forget John Jeb 08 and 2012
",negative
18108,"Horrible.: This CD is horrible. 50 Cent really has gotten into the brains of children and alienated them into a sick world. Don't buy this CD...dont support communisim.
",negative
227599,"The most incredible performance of Zarathustra - ever.: This performance was initially released by Deutsche Gramofon on vinyl, many years ago. In the ensuing years, it was re-mastered and released on audio cassette tape, and finally is available on compact disc.The composer, Strauss, once said that Karl Boehm, as conductor, could bring forth brilliance, dynamics and imagery from his music that he himself had never envisioned when he wrote it.I have another CD of this, with the same orchestra directed by Herbert von Karajan, who was no pooch as a conductor. It isn't the same.This particular recording of Zarathustra makes every other performance of it sound like a beginning band of clumsy twelve-year-olds. Once you've heard it, you'll always be disappointed in any other performance.
",positive
16096,"National Geographic Little Kids: I am really disappointed and I haven't even reviewed the content. First, it was supposed to be sent to my goddaughter's son, not me. It came to me (even tho I worked with Amazon to clear of the subscription address) and I almost tossed it before looking at it. It looked like a piece of junk mail at first and quick glance. Frankly, I think it was a lot of money for something that is very cheap in appearance. Now I have to call Amazon again to find out whether the little boy this is intended for will get it AND tell the parents to watch for a cheap looking flyer that is a publication of the National Geographic Society. Very miffed by this.
",negative
164201,"A showcase for the versatility of Gilberto Gil!: Gilberto Gil concocts a blend of such diverse styles as bossa nova, Bahian, pop, rock, and country(!), on this haunting CD, with his agile voice flavoring the brew. Great songs performed by awesome musicians. Buy it!
",positive
179675,"WHAT IS THIS STUFF!!???!!: All I wanted was an adhesive to attach my new tub surround to the stinkin wall! So my trusty friends at Menards gave me everything I needed including this ""glue"".WHAT THE HECK is it??!!! I agree with the previous post this is not tacky, it's not sticky it's like caulk!! I thought perhaps they sold me something that was out of date perhaps old. Thank God for the previous post who informed me that yes this is the consistency of this adhesive.I couldn't believe it, to the touch it springs back like a rubber band for cryin out loud!! How is this stuff supposed to stick to anything!??I came online I read the reviews is going back to Menards.... I'm going to buy some liquid nails!As a female do it yourselfer I tell you this stuff is the WORST!!!
",negative
28642,"not as we want: not useful as we want, we hoped it will be more helpful but it was not. The price not as it should be, sorry for this but it is our opinion..
",negative
262782,"love it only because it came with my tool set: I was so sad to have this stolen from me because to buy it alone seems a waste. It is not that sturdy but is seemed almost as bright as a car headlight. Loved it when the power went out. Sigh! Don't know if I would pay 40 or so bucks for it though. May be if I can find it for more around 25, I think that is a fair price for the chincy make.
",positive
230574,"The beat does go on!!!: A slice in time of a group of talented friends doing what they loved to do. Great way to remember an earlier time.
",positive
280197,"boring: I thought this was one of the most boring movies I have ever watched. I didn't even finish it. The actors were boring as well. I would never recommend this movie to anyone.
",negative
192312,"An excelent book by Ken Follett: This is an excelent work of fiction set in the eleven hundreds. Ken Follett does an absolutly astounding job of telling the story of a man named Tom Builder and his family, his trials, his joys and his sorrows etc. It also goes into great detail of a great number of other characters in the book. This book will keep you rivited to the couch and up far into the night. I highly suggest you buy this book and read it over and over. A masterfull peace of literature.
",positive
